file_id,frame,view,side,punch_type,left_wrist_dx,left_wrist_dy,right_wrist_dx,right_wrist_dy,left_elbow_dx,left_elbow_dy,right_elbow_dx,right_elbow_dy,left_shoulder_dx,left_shoulder_dy,right_shoulder_dx,right_shoulder_dy,nose_dx,nose_dy,left_hip_dx,left_hip_dy,right_hip_dx,right_hip_dy
6,739,side,rear,uppercut,0.1724,-0.064,-1.3197,0.0297,0.7364,0.1856,-0.9702,0.273,0.4982,-0.0427,-0.4982,0.0427,-0.3561,-0.17,0.5048,0.7434,-0.2122,0.7562
6,761,side,rear,uppercut,-1.6826,0.0469,-0.493,0.9279,-1.0602,0.3133,0.065,0.5935,-0.148,-0.0298,0.148,0.0298,-0.6267,-0.188,0.2297,0.9826,-0.1285,1.0174
6,795,side,rear,hook,0.3082,-0.0357,-1.2972,-0.0135,0.6017,0.2573,-1.0841,0.0418,0.4997,0.0181,-0.4997,-0.0181,-0.1543,-0.1726,0.353,0.7336,-0.321,0.7284
6,819,side,rear,hook,-1.747,0.0324,-0.4788,1.0191,-1.2418,-0.056,-0.069,0.6251,-0.1853,-0.0733,0.1853,0.0733,-0.6698,-0.114,0.2543,0.9887,-0.0129,1.0113
6,846,side,rear,hook,0.34,-0.0658,-1.2935,-0.0258,0.7662,0.2102,-1.1128,0.0318,0.4997,0.0159,-0.4997,-0.0159,-0.1698,-0.1831,0.431,0.7496,-0.2721,0.7451
6,871,side,rear,hook,-1.5641,0.0389,-0.6851,0.2344,-1.2044,-0.0186,-0.1701,0.4675,-0.2376,-0.0522,0.2376,0.0522,-0.5812,-0.1097,0.2634,0.9933,-0.0302,1.0067
6,902,side,lead,jab,0.164,-0.061,-1.8013,-0.0446,0.5441,0.2356,-1.1356,0.0096,0.5,0.0041,-0.5,-0.0041,-0.2177,-0.1717,0.3957,0.7311,-0.273,0.7269
6,932,side,rear,cross,-1.7368,-0.0145,-1.1772,0.1106,-0.8822,0.0792,-0.7633,0.4018,0.2315,-0.0941,-0.2315,0.0941,-0.5151,-0.2407,0.3336,0.992,-0.3079,1.008
6,959,side,lead,jab,0.1122,-0.0625,-1.4982,-0.0209,0.4339,0.2421,-1.0444,0.1036,0.4999,-0.0077,-0.4999,0.0077,-0.2714,-0.1982,0.353,0.7366,-0.318,0.7354
6,979,side,rear,cross,-2.2124,-0.0036,-0.6739,0.5254,-1.3263,0.024,-0.1278,0.479,-0.1796,-0.0517,0.1796,0.0517,-0.683,-0.1076,0.1721,0.9897,-0.1275,1.0103
6,1006,side,rear,uppercut,0.2117,0.1136,-1.268,0.0564,0.8624,0.2871,-0.9253,0.2775,0.4991,-0.0296,-0.4991,0.0296,-0.3776,-0.1692,0.4562,0.7421,-0.2353,0.7441
6,1028,side,rear,uppercut,-1.6008,0.0572,-0.8178,0.2276,-1.0309,0.3365,-0.4191,0.4844,-0.0949,-0.0184,0.0949,0.0184,-0.6212,-0.176,0.2803,0.9876,-0.1665,1.0124
7,26,front,lead,jab,0.1866,-0.0938,-1.8702,-0.099,0.5217,0.1894,-1.1965,-0.0105,0.5,-0.0022,-0.5,0.0022,-0.1726,-0.2025,0.4335,0.7651,-0.2484,0.7719
7,63,front,rear,cross,-14.3424,-0.2969,-5.1341,0.5468,-8.1313,-0.171,-4.0552,2.8904,0.0435,-0.4981,-0.0435,0.4981,-3.1007,-1.5473,2.2767,6.7799,-1.283,6.9449
7,98,front,rear,hook,0.1528,-0.0593,-1.3193,-0.0434,0.4459,0.224,-1.141,0.0176,0.4996,0.0211,-0.4996,-0.0211,-0.2199,-0.1693,0.4069,0.7748,-0.2585,0.7792
7,127,front,lead,hook,-6.1476,-0.1953,-2.6589,0.4406,-3.8347,-0.4037,-1.822,1.6728,-0.2849,-0.4109,0.2849,0.4109,-2.1482,-0.5815,0.76,3.4106,-0.4531,3.5499
7,156,front,rear,uppercut,0.0382,-0.0674,-1.3497,0.0168,0.5653,0.2044,-1.0441,0.3017,0.4979,-0.0458,-0.4979,0.0458,-0.3858,-0.1803,0.5051,0.8284,-0.2275,0.8498
7,182,front,rear,uppercut,-12.8446,-0.4834,-7.7014,1.928,-8.6795,2.1483,-5.213,3.7182,-0.4572,-0.2023,0.4572,0.2023,-4.6679,-1.5094,2.7059,8.4155,-1.5025,8.5902
7,213,front,rear,hook,0.2471,-0.0553,-1.3444,-0.0466,0.5974,0.2201,-1.1226,0.0292,0.4999,0.0105,-0.4999,-0.0105,-0.1674,-0.1676,0.4411,0.7615,-0.2437,0.766
7,241,front,lead,hook,-5.7529,-0.088,-2.4372,0.4743,-3.4653,-0.3073,-1.7568,1.5344,-0.3317,-0.3741,0.3317,0.3741,-2.3013,-0.2913,0.4965,3.0623,-0.2596,3.1886
7,273,front,rear,hook,0.2314,-0.0589,-1.3268,-0.0321,0.5839,0.2233,-1.1077,0.0422,0.4998,0.0148,-0.4998,-0.0148,-0.2003,-0.169,0.4015,0.7399,-0.266,0.743
7,297,front,rear,cross,-4.6267,-0.0106,-1.7801,1.2014,-2.8069,0.0258,-0.2844,1.0952,-0.4622,-0.1906,0.4622,0.1906,-1.1737,-0.218,0.3858,1.8884,-0.0555,1.9804
7,327,front,lead,jab,0.1251,-0.0627,-1.8295,-0.0144,0.4475,0.2108,-1.1635,0.0053,0.5,-0.0001,-0.5,0.0001,-0.2593,-0.1791,0.4625,0.7409,-0.2292,0.7395
7,367,front,rear,cross,-4.864,-0.1031,-3.1491,0.0266,-2.5558,0.0639,-1.7838,1.0228,0.4125,-0.2826,-0.4125,0.2826,-1.3444,-0.584,1.0449,2.5605,-0.5474,2.6387
7,399,front,lead,jab,-0.0156,-0.0664,-1.5061,-0.0195,0.4132,0.255,-1.0585,0.1415,0.4997,-0.0176,-0.4997,0.0176,-0.3445,-0.1976,0.3983,0.8017,-0.3013,0.8078
7,419,front,rear,cross,-4.1943,0.0325,-0.6747,1.6989,-2.5821,0.0294,0.5259,1.0935,-0.4862,-0.1165,0.4862,0.1165,-1.1608,-0.2879,0.2187,1.691,-0.1007,1.7676
7,460,front,lead,jab,-0.0282,-0.0861,-1.4121,-0.0032,0.4564,0.2044,-1.0089,0.1407,0.4996,-0.0194,-0.4996,0.0194,-0.2592,-0.2062,0.4333,0.7734,-0.2682,0.7786
7,482,front,rear,cross,-7.4074,-0.0308,-1.6647,2.5855,-4.3973,0.0094,0.1298,1.8249,-0.4558,-0.2056,0.4558,0.2056,-1.8642,-0.4857,0.83,3.0733,-0.3994,3.1818
7,513,front,rear,uppercut,0.0821,-0.0735,-1.3465,-0.0073,0.545,0.2053,-1.0459,0.2767,0.498,-0.0446,-0.498,0.0446,-0.3275,-0.183,0.5391,0.7739,-0.1839,0.7958
7,542,front,rear,uppercut,-12.1749,0.1316,-6.5574,1.908,-7.567,2.4481,-3.3945,3.8561,-0.4713,-0.1668,0.4713,0.1668,-4.6216,-1.331,2.6052,7.8339,-1.1757,7.9643
7,581,front,lead,hook,0.1554,-0.0812,-1.1453,-0.0588,0.703,0.2317,-1.0892,0.1685,0.4995,-0.0212,-0.4995,0.0212,-0.2504,-0.2211,0.4579,0.8031,-0.276,0.8075
7,605,front,rear,hook,-6.2026,-0.0439,-2.8159,0.3967,-3.5996,-0.4813,-1.9937,1.4888,-0.2438,-0.4365,0.2438,0.4365,-2.4953,-0.1213,0.7779,3.2509,-0.3492,3.3613
7,638,front,rear,hook,0.276,-0.021,-1.3582,-0.0519,0.6504,0.2383,-1.1169,0.0214,0.4996,0.0196,-0.4996,-0.0196,-0.1534,-0.1679,0.4441,0.7448,-0.2383,0.7483
7,669,front,rear,hook,-4.8001,-0.1695,-2.2249,0.3413,-3.0851,-0.3626,-1.3082,1.1833,-0.3764,-0.3291,0.3764,0.3291,-2.0312,0.0677,0.8597,2.6426,-0.0671,2.737
7,700,front,rear,hook,0.2973,-0.017,-1.3105,-0.0419,0.6769,0.2345,-1.1107,0.0344,0.4998,0.0137,-0.4998,-0.0137,-0.1923,-0.1622,0.426,0.7365,-0.2521,0.7413
7,729,front,rear,uppercut,-4.9776,0.3355,-1.3668,2.6177,-3.0509,1.1028,0.1174,1.6076,-0.4996,-0.0191,0.4996,0.0191,-1.8456,-0.5038,0.794,2.8373,-0.0296,2.8891
7,758,front,rear,uppercut,0.0443,-0.0723,-1.381,-0.0134,0.4919,0.1994,-1.1008,0.268,0.4974,-0.0507,-0.4974,0.0507,-0.343,-0.1853,0.5636,0.7668,-0.14,0.7915
7,799,front,lead,hook,0.1165,-0.0537,-1.2028,-0.011,0.4483,0.2373,-1.017,0.1448,0.5,-0.0017,-0.5,0.0017,-0.2609,-0.1857,0.3719,0.7528,-0.3049,0.7569
7,837,front,rear,uppercut,0.0662,-0.0608,-1.4283,0.0577,0.6064,0.1996,-1.0097,0.2961,0.4973,-0.0515,-0.4973,0.0515,-0.4309,-0.1321,0.5461,0.7933,-0.169,0.8086
7,884,front,rear,uppercut,0.087,-0.0824,-1.3981,0.0436,0.6553,0.1589,-1.0268,0.2905,0.4977,-0.0482,-0.4977,0.0482,-0.3982,-0.1553,0.5309,0.7906,-0.1734,0.8139
7,919,front,rear,uppercut,-5.781,0.2871,-3.284,0.5361,-3.4158,1.2302,-1.6799,1.4806,-0.4995,-0.022,0.4995,0.022,-2.2946,-0.5163,0.8084,3.2725,-0.24,3.3451
7,958,front,rear,uppercut,0.1896,-0.0541,-1.4413,0.0246,0.7576,0.215,-1.0655,0.2726,0.4978,-0.0474,-0.4978,0.0474,-0.3889,-0.1913,0.5509,0.7544,-0.1455,0.7763
7,992,front,rear,uppercut,-9.8843,0.3138,-6.4521,1.297,-5.9757,2.1613,-3.0924,2.9489,-0.4962,-0.0617,0.4962,0.0617,-4.0631,-0.6647,1.6571,6.1268,-1.04,6.2017
7,1025,front,rear,hook,0.3787,-0.0155,-1.2315,-0.0414,0.7103,0.2427,-1.1247,0.026,0.4996,0.019,-0.4996,-0.019,-0.1301,-0.164,0.3956,0.7446,-0.276,0.7472
7,1051,front,rear,hook,-4.014,0.1379,-1.8619,0.5096,-3.2466,-0.0665,-0.6648,1.3258,-0.4653,-0.183,0.4653,0.183,-1.5791,-0.2945,0.6387,2.4278,-0.0603,2.4942
7,1087,front,rear,hook,0.2732,-0.0398,-1.2929,0.0032,0.6851,0.2204,-1.1049,0.0852,0.4999,0.0101,-0.4999,-0.0101,-0.2128,-0.1657,0.3974,0.7547,-0.2776,0.7579
7,1117,front,lead,hook,-5.5877,0.0034,-2.5797,0.5226,-3.5534,-0.1962,-1.6713,1.5631,-0.3033,-0.3975,0.3033,0.3975,-2.1731,-0.1636,1.0214,3.1493,-0.0413,3.2658
7,1152,front,lead,jab,0.1529,-0.0566,-1.654,0.0061,0.5744,0.2149,-1.0867,0.0847,0.4999,-0.0085,-0.4999,0.0085,-0.288,-0.1764,0.4196,0.7425,-0.2576,0.7408
7,1176,front,rear,cross,-8.4014,0.0132,-2.983,1.0248,-4.8556,0.039,-0.7993,1.7562,-0.4677,-0.1768,0.4677,0.1768,-2.1968,-0.6434,0.9915,3.4923,-0.4555,3.5896
7,1212,front,lead,jab,0.1684,-0.0577,-1.7993,0.0115,0.5393,0.2277,-1.1481,0.045,0.5,-0.0028,-0.5,0.0028,-0.2613,-0.1733,0.3768,0.7319,-0.283,0.7295
7,1235,front,rear,cross,-5.8841,0.1298,-1.7675,0.7423,-3.712,0.1664,-0.5164,0.6519,-0.4969,-0.0554,0.4969,0.0554,-1.7458,-0.1808,0.7221,2.4996,-0.257,2.5504
7,1276,front,lead,jab,0.0851,-0.05,-1.749,0.0352,0.4395,0.2391,-1.1082,0.0804,0.4998,-0.014,-0.4998,0.014,-0.3227,-0.1708,0.3852,0.7758,-0.298,0.7797
7,1304,front,rear,cross,-4.4569,0.0803,-0.8836,1.7922,-2.7571,0.0737,0.3558,1.0968,-0.4894,-0.1024,0.4894,0.1024,-1.3731,-0.2329,0.2369,1.8969,-0.1731,1.9674
7,1337,front,lead,jab,0.0921,-0.0733,-1.6383,-0.0164,0.4298,0.2247,-1.0839,0.077,0.4999,-0.012,-0.4999,0.012,-0.3098,-0.1849,0.4315,0.7711,-0.2598,0.7735
7,1362,front,rear,cross,-5.3578,0.0697,-0.8669,2.1403,-3.2053,0.0781,0.5767,1.3843,-0.4827,-0.1305,0.4827,0.1305,-1.373,-0.3584,0.435,2.23,-0.1243,2.3009
7,1398,front,lead,jab,0.0408,-0.0625,-1.7642,0.0016,0.4289,0.2328,-1.1395,0.0727,0.4998,-0.0148,-0.4998,0.0148,-0.2834,-0.1854,0.4362,0.7768,-0.2504,0.7821
7,1427,front,rear,cross,-4.6028,0.2093,-0.7402,1.9092,-2.8682,0.2092,0.5027,1.0547,-0.4974,-0.0512,0.4974,0.0512,-1.289,-0.2984,0.4872,1.9631,0.0215,1.9983
7,1457,front,rear,uppercut,0.0419,-0.0941,-1.181,0.1108,0.6127,0.1436,-0.8888,0.3481,0.4972,-0.0529,-0.4972,0.0529,-0.3717,-0.1767,0.5654,0.7913,-0.1613,0.8158
7,1485,front,rear,uppercut,-6.4455,0.2761,-4.044,0.9821,-3.8632,1.371,-1.7831,1.9041,-0.4965,-0.0588,0.4965,0.0588,-2.5211,-0.7027,1.038,3.8051,-0.2528,3.8784
7,1518,front,rear,hook,0.3317,-0.0316,-1.2138,-0.0411,0.6655,0.2507,-1.1078,0.0334,0.4997,0.0159,-0.4997,-0.0159,-0.1395,-0.1705,0.4211,0.7394,-0.2646,0.7423
7,1544,front,rear,hook,-2.9344,0.1532,-1.4963,0.4858,-2.2852,-0.0154,-0.3105,0.7959,-0.4883,-0.1075,0.4883,0.1075,-1.0332,-0.1271,0.2409,1.6327,0.0913,1.68
7,1573,front,rear,hook,0.2796,-0.0826,-1.2949,-0.0541,0.6148,0.1998,-1.1166,0.0362,0.4998,0.0138,-0.4998,-0.0138,-0.0625,-0.1935,0.4497,0.7425,-0.2388,0.7486
7,1603,front,lead,hook,-3.6993,0.1584,-1.8033,0.4419,-2.6246,-0.0554,-0.6157,1.0553,-0.4854,-0.1201,0.4854,0.1201,-1.39,-0.2452,0.3888,2.0521,0.1012,2.0978
7,1644,front,lead,hook,0.2259,-0.04,-1.2588,-0.0181,0.7121,0.2213,-1.0969,0.0646,0.4999,0.0078,-0.4999,-0.0078,-0.225,-0.1706,0.3952,0.7582,-0.2676,0.7618
7,1670,front,rear,hook,-3.5754,0.047,-1.8757,0.7135,-2.6376,-0.2175,-0.4996,0.7276,-0.4794,-0.1419,0.4794,0.1419,-1.6058,0.0453,0.5213,1.928,0.3719,1.9892
7,1705,front,rear,hook,0.2141,-0.055,-1.3032,-0.0249,0.6148,0.2249,-1.0755,0.0635,0.4999,0.0098,-0.4999,-0.0098,-0.2284,-0.1668,0.3898,0.7609,-0.2853,0.7627
7,1732,front,rear,hook,-2.396,0.0307,-1.0924,0.6507,-2.0143,-0.0387,-0.0592,0.5416,-0.4945,-0.074,0.4945,0.074,-0.8901,-0.0022,0.344,1.3785,0.284,1.4164
7,1761,front,rear,hook,0.1778,-0.0764,-1.3256,-0.0267,0.5202,0.2015,-1.0991,0.0644,0.4999,0.0103,-0.4999,-0.0103,-0.2152,-0.143,0.4011,0.7512,-0.2685,0.7586
7,1792,front,rear,hook,-2.7364,0.1477,-1.1778,0.6899,-2.0989,0.0573,0.0788,0.781,-0.4934,-0.0812,0.4934,0.0812,-1.0597,-0.1501,0.2299,1.4615,0.2653,1.5038
7,1815,front,rear,uppercut,0.1494,-0.0735,-1.3549,0.0291,0.6047,0.1969,-0.9964,0.2679,0.4976,-0.0488,-0.4976,0.0488,-0.3509,-0.1822,0.5226,0.7482,-0.1731,0.7655
7,1844,front,rear,uppercut,-5.1388,0.0831,-1.4742,2.5691,-3.4488,1.0136,-0.1098,1.5727,-0.4998,-0.0146,0.4998,0.0146,-2.0365,-0.5173,0.7098,3.0894,-0.0723,3.107
7,1879,front,rear,uppercut,0.0983,-0.0785,-1.3625,0.0436,0.5346,0.1724,-0.9991,0.2816,0.4975,-0.0497,-0.4975,0.0497,-0.3606,-0.1556,0.5375,0.7655,-0.1633,0.7832
7,1909,front,rear,uppercut,-5.0619,0.2062,-1.3842,2.7822,-3.1769,1.0671,-0.0053,1.6776,-0.4972,-0.0527,0.4972,0.0527,-2.0717,-0.2033,0.5839,3.077,-0.0811,3.1118
7,1939,front,rear,uppercut,0.2035,0.0366,-1.2933,0.0157,0.844,0.2742,-1.0397,0.3067,0.4971,-0.0538,-0.4971,0.0538,-0.3419,-0.16,0.6006,0.7943,-0.1198,0.8141
7,1973,front,lead,uppercut,-13.109,0.6511,-6.6006,1.2654,-7.4136,2.9873,-4.2237,3.6586,-0.4895,-0.1016,0.4895,0.1016,-5.1837,-1.3135,2.7751,7.989,-1.0909,8.1228
7,1996,front,rear,hook,0.3275,-0.0412,-1.3041,-0.038,0.6352,0.2503,-1.1791,0.0257,0.4996,0.0192,-0.4996,-0.0192,-0.1549,-0.1811,0.3949,0.7648,-0.2974,0.764
7,2023,front,lead,jab,0.2316,-0.05,-1.833,-0.0395,0.5937,0.2333,-1.1665,-0.0166,0.4999,0.0077,-0.4999,-0.0077,-0.1945,-0.1782,0.402,0.738,-0.2599,0.7378
7,2064,front,rear,cross,-3.9217,0.0993,-1.5422,0.8246,-2.3467,0.0927,-0.2369,0.7204,-0.4902,-0.0982,0.4902,0.0982,-0.9965,-0.1847,0.3476,1.6615,0.2182,1.7123
7,2097,front,lead,jab,0.1435,-0.0489,-1.8175,-0.0008,0.4899,0.236,-1.1563,0.0325,0.5,-0.0015,-0.5,0.0015,-0.2333,-0.1773,0.4321,0.7388,-0.2351,0.7393
7,2124,front,rear,cross,-3.2809,0.0629,-0.7598,0.8712,-2.0599,0.0936,0.1745,0.6102,-0.4954,-0.0679,0.4954,0.0679,-0.7971,-0.1547,0.2011,1.3166,0.233,1.3484
8,30,side,lead,jab,0.1851,-0.0857,-1.9134,-0.0762,0.4384,0.2022,-1.2109,-0.0382,0.4995,0.023,-0.4995,-0.023,-0.1768,-0.2084,0.3255,0.7865,-0.3556,0.7602
8,73,side,rear,cross,-2.16,-0.063,-0.6846,0.1053,-1.2266,-0.0316,-0.4837,0.4635,0.0059,-0.0637,-0.0059,0.0637,-0.4799,-0.2375,0.1811,0.996,-0.2993,1.004
8,100,side,rear,hook,0.2678,-0.0494,-1.292,-0.0442,0.5274,0.2475,-1.0872,0.0445,0.4995,0.0227,-0.4995,-0.0227,-0.1532,-0.2083,0.299,0.7114,-0.3584,0.7025
8,150,side,rear,hook,-1.6874,-0.0933,-0.7121,0.154,-1.0881,-0.0958,-0.3659,0.5437,-0.1252,-0.0772,0.1252,0.0772,-0.6093,-0.2191,0.0742,0.9913,-0.2139,1.0087
8,179,side,rear,uppercut,0.0994,-0.0668,-1.2724,0.0208,0.5372,0.2065,-0.9878,0.291,0.4982,-0.0423,-0.4982,0.0423,-0.3183,-0.2074,0.4203,0.7609,-0.2757,0.7687
8,210,side,rear,uppercut,-1.6058,0.0374,-0.8851,0.2355,-1.0231,0.3352,-0.4741,0.4431,-0.1275,-0.0077,0.1275,0.0077,-0.5905,-0.1683,0.1099,0.9992,-0.2324,1.0008
8,250,side,rear,hook,0.2369,-0.0537,-1.3149,-0.0443,0.4592,0.2452,-1.1104,0.0452,0.4996,0.0204,-0.4996,-0.0204,-0.1705,-0.1685,0.2839,0.7322,-0.381,0.7223
8,283,side,rear,cross,-2.3134,-0.0462,-0.9736,0.2729,-1.3537,-0.0132,-0.4128,0.3237,-0.121,-0.0327,0.121,0.0327,-0.6035,-0.1751,0.1671,0.9962,-0.2509,1.0038
8,321,side,lead,jab,0.1461,-0.0639,-1.8223,-0.0341,0.4476,0.2354,-1.1483,0.0206,0.4999,0.0092,-0.4999,-0.0092,-0.2412,-0.1714,0.3307,0.7337,-0.3334,0.7249
8,371,side,lead,hook,0.3527,-0.0309,-1.3936,-0.0722,0.615,0.2652,-1.0966,0.0158,0.4994,0.0244,-0.4994,-0.0244,-0.1165,-0.1889,0.299,0.7339,-0.3641,0.7245
8,399,side,rear,cross,-2.1976,-0.0297,-0.7564,0.205,-1.2742,-0.0144,-0.2981,0.4951,-0.0982,-0.0563,0.0982,0.0563,-0.5576,-0.1917,0.1502,0.9944,-0.2862,1.0056
8,438,side,lead,jab,0.1403,-0.054,-1.8148,-0.0426,0.495,0.2302,-1.1413,-0.0031,0.4998,0.013,-0.4998,-0.013,-0.2161,-0.1782,0.2971,0.7235,-0.3534,0.7114
8,470,side,rear,hook,-1.9338,-0.081,-0.92,0.2388,-1.3323,-0.1121,-0.2973,0.4616,-0.2669,-0.0965,0.2669,0.0965,-0.8147,-0.0021,0.1171,0.9912,0.1223,1.0088
8,507,side,rear,hook,0.1733,-0.0713,-1.3441,-0.0524,0.4493,0.2292,-1.0673,0.0308,0.4997,0.0171,-0.4997,-0.0171,-0.1984,-0.1634,0.3254,0.7436,-0.3426,0.7332
8,540,side,rear,uppercut,-1.6507,0.0188,-0.7776,0.1517,-1.1358,0.3501,-0.3564,0.3898,-0.1808,0.0063,0.1808,-0.0063,-0.6253,-0.1241,0.0708,1.0012,-0.2121,0.9987
8,576,side,rear,uppercut,0.0788,-0.0599,-1.2901,-0.022,0.4591,0.2355,-1.0453,0.2592,0.499,-0.0309,-0.499,0.0309,-0.3165,-0.1761,0.3894,0.7732,-0.311,0.7748
8,615,side,lead,hook,0.4323,-0.027,-1.3171,-0.0632,0.6791,0.2713,-1.1153,0.0251,0.4997,0.0172,-0.4997,-0.0172,-0.0804,-0.1847,0.3304,0.7252,-0.3456,0.7214
8,640,side,rear,hook,-1.7554,-0.0178,-0.8163,0.1795,-1.2733,-0.0446,-0.3528,0.4869,-0.1913,-0.0662,0.1913,0.0662,-0.6724,-0.1236,0.1267,0.9927,-0.0905,1.0073
8,681,side,lead,uppercut,0.0264,-0.0369,-1.2287,0.0715,0.5316,0.2474,-0.9297,0.3339,0.4982,-0.0422,-0.4982,0.0422,-0.4063,-0.1626,0.4113,0.7881,-0.3042,0.7836
8,726,side,rear,hook,0.4464,-0.0179,-1.3233,-0.0459,0.7204,0.276,-1.139,0.0114,0.4993,0.0258,-0.4993,-0.0258,-0.1183,-0.1919,0.3241,0.7542,-0.3641,0.7469
8,769,side,rear,uppercut,0.0904,-0.0724,-1.2644,0.058,0.6642,0.1995,-0.9692,0.329,0.497,-0.0544,-0.497,0.0544,-0.3853,-0.18,0.4247,0.7784,-0.2864,0.7871
8,819,side,rear,hook,0.4178,-0.0534,-1.3126,-0.0332,0.6976,0.2568,-1.1012,0.037,0.4996,0.0192,-0.4996,-0.0192,-0.0653,-0.1922,0.3065,0.7461,-0.3726,0.7395
8,855,side,lead,hook,-1.5897,-0.0631,-0.8465,0.1016,-0.9192,-0.1092,-0.6102,0.4432,-0.0065,-0.0817,0.0065,0.0817,-0.6148,-0.2062,0.1708,0.9952,-0.2363,1.0048
8,893,side,lead,jab,0.0753,-0.0675,-1.691,-0.0315,0.4356,0.2383,-1.1208,0.0921,0.4999,-0.0089,-0.4999,0.0089,-0.2883,-0.1945,0.3855,0.7803,-0.3217,0.7746
8,915,side,rear,cross,-2.2031,-0.0439,-0.9029,0.1864,-1.2885,-0.0259,-0.3702,0.4573,-0.0806,-0.0618,0.0806,0.0618,-0.5207,-0.204,0.2347,0.9936,-0.2003,1.0063
8,949,side,rear,hook,0.1969,-0.0506,-1.2923,-0.0328,0.4728,0.2527,-1.0782,0.0568,0.4998,0.0137,-0.4998,-0.0137,-0.1749,-0.1781,0.3063,0.7473,-0.3612,0.738
8,994,side,rear,cross,-2.3395,0.0206,-0.9014,0.2792,-1.3929,0.0238,-0.2692,0.4541,-0.188,-0.0452,0.188,0.0452,-0.6155,-0.1805,0.0913,0.9947,-0.1848,1.0053
8,1034,side,lead,jab,0.1246,-0.0345,-1.7777,-0.0165,0.4098,0.2639,-1.1407,0.0339,0.4997,0.0174,-0.4997,-0.0174,-0.2345,-0.1795,0.299,0.7609,-0.3692,0.7453
8,1066,side,rear,cross,-2.3488,0.0048,-0.8565,0.2936,-1.3666,0.0058,-0.2734,0.4232,-0.1759,-0.0478,0.1759,0.0478,-0.6227,-0.1934,0.1382,0.9937,-0.1805,1.0063
8,1107,side,lead,jab,0.1218,-0.0558,-1.793,-0.0238,0.4243,0.2481,-1.1535,0.0076,0.4996,0.0187,-0.4996,-0.0187,-0.1774,-0.1868,0.3161,0.7449,-0.354,0.7232
8,1147,side,rear,cross,-2.326,0.0041,-0.5992,0.4904,-1.4287,0.0132,-0.0923,0.4169,-0.2257,-0.0248,0.2257,0.0248,-0.6775,-0.164,0.1071,0.9962,-0.0821,1.0038
8,1182,side,rear,uppercut,0.0319,-0.0288,-1.2773,0.0663,0.5588,0.2497,-0.9437,0.3485,0.4966,-0.0578,-0.4966,0.0578,-0.387,-0.198,0.3938,0.7791,-0.2853,0.7828
8,1234,side,rear,hook,0.2626,-0.0429,-1.2556,-0.0133,0.5641,0.2599,-1.1045,0.0596,0.4998,0.0134,-0.4998,-0.0134,-0.1473,-0.1861,0.2649,0.7364,-0.3956,0.7239
8,1271,side,lead,hook,-1.69,-0.0653,-0.841,0.1163,-0.9642,-0.0556,-0.6206,0.4685,-0.0203,-0.112,0.0203,0.112,-0.7096,-0.1508,0.1917,0.9938,-0.2691,1.0062
8,1309,side,lead,jab,0.2528,-0.0678,-1.806,-0.0037,0.6466,0.2036,-1.1444,0.0316,0.5,0.0065,-0.5,-0.0065,-0.1723,-0.1801,0.2818,0.7353,-0.3934,0.7207
8,1338,side,rear,cross,-2.2534,0.0105,-0.778,0.2065,-1.3073,0.0195,-0.2842,0.5329,-0.0992,-0.065,0.0992,0.065,-0.5956,-0.1733,0.2646,0.9906,-0.1326,1.0094
8,1380,side,lead,uppercut,0.0195,-0.0024,-1.2738,0.0052,0.5691,0.2929,-1.0204,0.2947,0.4984,-0.0397,-0.4984,0.0397,-0.3571,-0.2083,0.3672,0.7665,-0.3018,0.7664
8,1408,side,rear,uppercut,-1.5578,0.0418,-0.7786,0.2299,-1.0082,0.3256,-0.5013,0.461,-0.0465,-0.0144,0.0465,0.0144,-0.538,-0.2085,0.194,0.9965,-0.2464,1.0035
8,1455,side,rear,uppercut,0.1359,-0.03,-1.2225,0.0583,0.64,0.2603,-0.9604,0.33,0.4981,-0.0435,-0.4981,0.0435,-0.3675,-0.1902,0.4155,0.7555,-0.2581,0.7605
8,1492,side,rear,uppercut,-1.5201,0.0684,-0.7305,0.2141,-0.8557,0.3824,-0.6174,0.4531,0.0009,-0.0038,-0.0009,0.0038,-0.6015,-0.1343,0.2111,1.0072,-0.3205,0.9927
8,1534,side,lead,uppercut,0.0561,0.3388,-1.1802,0.0174,0.9605,0.369,-1.0157,0.3462,0.4987,-0.0356,-0.4987,0.0356,-0.4138,-0.2152,0.3828,0.8467,-0.3353,0.8452
8,1567,side,lead,uppercut,-1.5028,0.1268,-0.6265,0.1665,-0.7871,0.4312,-0.4175,0.4066,0.0035,-0.0019,-0.0035,0.0019,-0.5737,-0.166,0.2756,0.9979,-0.2155,1.0021
8,1598,side,lead,uppercut,-0.0363,-0.0591,-1.3292,0.0883,0.3444,0.2282,-0.9504,0.3309,0.496,-0.063,-0.496,0.063,-0.4188,-0.1622,0.4402,0.7423,-0.2519,0.7482
8,1633,side,lead,uppercut,-1.6098,0.1346,-0.7815,0.0969,-0.9327,0.4028,-0.4377,0.3817,-0.114,0.0087,0.114,-0.0087,-0.6211,-0.1547,0.1622,0.9991,-0.2268,1.0009
8,1668,side,rear,hook,0.2425,-0.046,-1.2965,-0.0322,0.4939,0.2632,-1.1105,0.0415,0.4997,0.0184,-0.4997,-0.0184,-0.1802,-0.1729,0.2776,0.7429,-0.3787,0.7288
